,Trip ID,time,summary,precipIntensity,precipProbability,temperature,apparentTemperature,windSpeed,icon,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Pickup Centroid Latitude,Pickup Centroid Longitude,day,temp range
22,b825e3f749a4625fa0d06c15d2059f59bc8d22ee,07:15:00,Clear,0.0,0.0,65.28,65.28,0.98,clear,5abfbbea714f733de995225d5cb702366431e8022912c55288c0bad80be98a7f95b89f0f0c3f078e7bd388a384e5ad3b78b767dbb33269373ed2e4d14e8c3b20,2015-08-22T07:15:00,08/22/2015 07:15:00 PM,540.0,1.7,32.0,7.45,0.0,0.0,3.0,10.45,Cash,41.880994471,-87.632746489,2015-08-22,65.28
23,c127101f6b365206c442c015047c29fc1e5f4244,05:45:00,Partly Cloudy,0.0,0.0,40.49,40.49,0.36,partly cloudy,a25be483fc7c209ad23434a1f1eaced7d8ef06c02b77f061df783b8087075818ed575ccd4b3ab4754bf3f4b78eb6a4fdff757db7cbdc7f8e9997ea8ee8b0b1f7,2016-05-03T05:45:00,05/03/2016 05:45:00 PM,480.0,2.4,8.0,9.25,2.0,0.0,0.0,11.25,Credit Card,41.890922026,-87.618868355,2016-05-03,40.49
24,c2db220ba21060b31d7163e5a4b2bdaca388d34a,06:30:00,Overcast,0.0,0.0,31.88,28.09,3.86,cloudy,31d3a1e103bdfaa419cc5bafa50045c319ad13ab81bf33eec2625f31f83a811733084f29d67ffece9f838cc8ce8f6ccbd842c657808a14baeab5264593eeced7,2014-12-10T06:30:00,12/10/2014 06:45:00 PM,300.0,0.9,32.0,5.25,2.0,0.0,0.0,7.25,Credit Card,41.880994471,-87.632746489,2014-12-10,31.88
25,b4e781ee29e10fa9f19bc70664e4c551d22dbe05,05:15:00,Overcast,0.0,0.0,3.74,-3.41,3.37,cloudy,11d27841ca91177af186bee8a9fdd7a2ead81b3fc96e1b95bf8b39d5aff3f56ee1c5ae2d6bd82775764d7f7ff9178c2c23a724c975614125a93bf28d13dcbc66,2014-01-22T05:15:00,01/22/2014 05:15:00 PM,480.0,0.5,8.0,5.85,0.0,0.0,1.0,6.85,Cash,41.892072635,-87.62887415700001,2014-01-22,3.74
26,b4ae04b678a36cb17611e7a801706983fc0c1690,02:15:00,Partly Cloudy,0.0,0.0,47.68,45.25,5.4,partly cloudy,e324291f2153e02b50778afda0fe3963518a35f422318371a9c5efaedeae64acf2cf6f423ce8ea208e4bf86c997987626a87531223fd795d2706185d1177047f,2016-11-09T02:15:00,11/09/2016 03:00:00 PM,2940.0,20.0,33.0,50.75,7.0,0.0,1.0,58.75,Credit Card,41.859349715,-87.617358006,2016-11-09,47.68
27,c0a9ed148dc83bde2b7235db4661c98b14df6b1a,10:30:00,Overcast,0.0,0.0,33.88,33.88,2.84,cloudy,8b41ae770dfb531cf4ddb95739965765cf2ae816baed23c264397e8a9abd5ad2cf775837c12efa92598e4ce1695c70ea386dc64bb28e5cdc88e8dbe290c1b40c,2013-11-26T10:30:00,11/26/2013 11:00:00 PM,1140.0,0.0,32.0,17.45,0.0,0.0,1.0,18.45,Cash,41.880994471,-87.632746489,2013-11-26,33.88
28,b4907e196af27b14dc88ae9ec01af15f0e389c6a,07:00:00,Clear,0.0,0.0,60.81,60.81,0.67,clear,3af04895c981194a1240b2cbdb7a8ddc78d4d6a3c347ee5c610acef8ff201857a0dc766b3f1616b75f646d2ed5e099ed4eb15ef08007d80ca141f8602850b080,2016-09-04T07:00:00,09/04/2016 07:00:00 AM,660.0,0.0,24.0,13.5,0.0,0.0,0.0,13.5,Cash,41.901206994,-87.676355989,2016-09-04,60.81
29,b2f0ef3e948c91d2a9dccac988e233ce6086bc47,10:15:00,Overcast,0.0,0.0,70.68,71.61,4.27,cloudy,970061a1beb6a38b3952054ade845973522e145fa12c49ac92724141f29041b4cedb7df2023c15a64bb49da69f0ae473b2fc1eaf45e895e72d94d4b324606401,2015-05-17T10:15:00,05/17/2015 10:45:00 AM,1440.0,18.6,76.0,36.25,0.0,0.0,2.0,38.25,Cash,41.980264315,-87.913624596,2015-05-17,70.68
30,b0330342ae563257750aefa79b8d177d6fb11d6f,03:45:00,Clear,0.0,0.0,43.14,43.14,0.04,clear,426c7e7a7d98e545855e173dd66e20856328ba2644c277bc956425dc873932e8bdfffce72463d27a7b29a3303289d2550c27ede03da934b7c2dccd65d0b3cb54,2013-06-03T03:45:00,06/03/2013 03:45:00 PM,120.0,0.0,6.0,4.25,0.0,0.0,0.0,4.25,Cash,41.944226601,-87.655998182,2013-06-03,43.14
31,c3994252e0e33ebce48fbdf1c609b15b47d64a78,12:45:00,Partly Cloudy,0.0,0.0,4.64,-8.22,7.74,partly cloudy,bafa1b6d1946bb2f096463e43229f35a67c0e333e15251cd1f353f54f9b83d8cc9f5d5d784be0c050a095c90e702193a2b62355b6b0f61d6f8bc0a19241eecef,2016-01-17T12:45:00,01/17/2016 12:45:00 AM,660.0,2.5,7.0,9.75,2.0,0.0,1.0,12.75,Credit Card,41.922686284,-87.649488729,2016-01-17,4.64
